{u'Name': u'NAD to DZD', u'Bid': u'7.4358', u'Ask': u'7.5755', u'Rate': u'7.5053', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'NADDZD'}
{u'Name': u'DOP to ZWL', u'Bid': u'7.2332', u'Ask': u'7.4846', u'Rate': u'7.358', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPZWL'}
{u'Name': u'DOP to NGN', u'Bid': u'3.8543', u'Ask': u'3.9115', u'Rate': u'3.8827', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPNGN'}
{u'Name': u'DOP to CRC', u'Bid': u'12.2575', u'Ask': u'12.4345', u'Rate': u'12.3454', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPCRC'}
{u'Name': u'DOP to AED', u'Bid': u'0.0833', u'Ask': u'0.0844', u'Rate': u'0.0838', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'DOPAED'}
{u'Name': u'DOPEEK=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'DOPEEK'}
{u'Name': u'DOP to MWK', u'Bid': u'10.5927', u'Ask': u'11.2034', u'Rate': u'10.8959', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPMWK'}
{u'Name': u'DOP to LKR', u'Bid': u'2.9646', u'Ask': u'3.0103', u'Rate': u'2.9873', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPLKR'}
{u'Name': u'DOP to PKR', u'Bid': u'2.3119', u'Ask': u'2.3678', u'Rate': u'2.3396', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPPKR'}
{u'Name': u'DOP to HUF', u'Bid': u'5.6695', u'Ask': u'5.7611', u'Rate': u'5.715', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'DOPHUF'}
{u'Name': u'DOP to BMD', u'Bid': u'0.0227', u'Ask': u'0.023', u'Rate': u'0.0228', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPBMD'}
{u'Name': u'DOP to LSL', u'Bid': u'0.2548', u'Ask': u'0.2586', u'Rate': u'0.2567', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPLSL'}
{u'Name': u'DOP to MNT', u'Bid': u'42.2937', u'Ask': u'42.9195', u'Rate': u'42.6044', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPMNT'}
{u'Name': u'DOP to AMD', u'Bid': u'9.3708', u'Ask': u'9.5274', u'Rate': u'9.4485', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPAMD'}
{u'Name': u'DOP to UGX', u'Bid': u'60.9701', u'Ask': u'62.069', u'Rate': u'61.5156', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPUGX'}
{u'Name': u'DOP to QAR', u'Bid': u'0.0825', u'Ask': u'0.0837', u'Rate': u'0.0831', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'DOPQAR'}
{u'Name': u'DOP to XDR', u'Bid': u'0.0155', u'Ask': u'0.0157', u'Rate': u'0.0156', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPXDR'}
{u'Name': u'DOP to JMD', u'Bid': u'2.539', u'Ask': u'2.5982', u'Rate': u'2.5684', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPJMD'}
{u'Name': u'DOP to GEL', u'Bid': u'0.0396', u'Ask': u'0.0404', u'Rate': u'0.04', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPGEL'}
{u'Name': u'DOP to SHP', u'Bid': u'0.0142', u'Ask': u'0.0146', u'Rate': u'0.0144', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'DOPSHP'}
{u'Name': u'DOP to AFN', u'Bid': u'1.2971', u'Ask': u'1.3179', u'Rate': u'1.3075', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPAFN'}
{u'Name': u'DOP to SBD', u'Bid': u'0.1686', u'Ask': u'0.1723', u'Rate': u'0.1705', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPSBD'}
{u'Name': u'DOP to KPW', u'Bid': u'20.3989', u'Ask': u'20.6897', u'Rate': u'20.5433', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPKPW'}
{u'Name': u'DOP to TRY', u'Bid': u'0.0514', u'Ask': u'0.0521', u'Rate': u'0.0517', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'DOPTRY'}
{u'Name': u'DOP to BDT', u'Bid': u'1.7414', u'Ask': u'1.7892', u'Rate': u'1.7651', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPBDT'}
{u'Name': u'DOP to YER', u'Bid': u'4.8704', u'Ask': u'4.9409', u'Rate': u'4.9054', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPYER'}
{u'Name': u'DOP to HTG', u'Bid': u'1.0389', u'Ask': u'1.0537', u'Rate': u'1.0463', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPHTG'}
{u'Name': u'DOP to XOF', u'Bid': u'11.8892', u'Ask': u'12.0609', u'Rate': u'11.9744', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPXOF'}
{u'Name': u'DOP to MGA', u'Bid': u'61.65', u'Ask': u'62.7586', u'Rate': u'62.2004', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPMGA'}
{u'Name': u'DOP to ANG', u'Bid': u'0.0406', u'Ask': u'0.0411', u'Rate': u'0.0409', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPANG'}
{u'Name': u'DOP to LRD', u'Bid': u'1.9141', u'Ask': u'1.9437', u'Rate': u'1.9288', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPLRD'}
{u'Name': u'DOP to RWF', u'Bid': u'15.5258', u'Ask': u'16.00', u'Rate': u'15.7612', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPRWF'}
{u'Name': u'DOP to NOK', u'Bid': u'0.1556', u'Ask': u'0.1579', u'Rate': u'0.1567', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'DOPNOK'}
{u'Name': u'DOP to MOP', u'Bid': u'0.181', u'Ask': u'0.1836', u'Rate': u'0.1823', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPMOP'}
{u'Name': u'DOP to INR', u'Bid': u'1.3928', u'Ask': u'1.4131', u'Rate': u'1.4029', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPINR'}
{u'Name': u'DOP to MXN', u'Bid': u'0.3093', u'Ask': u'0.3139', u'Rate': u'0.3115', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'DOPMXN'}
{u'Name': u'DOP to CZK', u'Bid': u'0.5082', u'Ask': u'0.5161', u'Rate': u'0.5121', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'DOPCZK'}
{u'Name': u'DOP to TJS', u'Bid': u'0.1143', u'Ask': u'0.1162', u'Rate': u'0.1153', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPTJS'}
{u'Name': u'DOP to BTC', u'Bid': u'0.0001', u'Ask': u'0.0001', u'Rate': u'0.0001', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'DOPBTC'}
{u'Name': u'DOP to BTN', u'Bid': u'1.3925', u'Ask': u'1.4125', u'Rate': u'1.4024', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPBTN'}
{u'Name': u'DOP to COP', u'Bid': u'47.4615', u'Ask': u'48.3678', u'Rate': u'47.9114', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPCOP'}
{u'Name': u'DOP to TMT', u'Bid': u'0.0645', u'Ask': u'0.0656', u'Rate': u'0.0651', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPTMT'}
{u'Name': u'DOP to MUR', u'Bid': u'0.7196', u'Ask': u'0.7322', u'Rate': u'0.7259', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPMUR'}
{u'Name': u'DOP to IDR', u'Bid': u'275.0453', u'Ask': u'279.1954', u'Rate': u'277.1057', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPIDR'}
{u'Name': u'DOP to HNL', u'Bid': u'0.4829', u'Ask': u'0.4898', u'Rate': u'0.4863', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPHNL'}
{u'Name': u'DOP to XPF', u'Bid': u'2.168', u'Ask': u'2.2218', u'Rate': u'2.1947', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPXPF'}
{u'Name': u'DOP to FJD', u'Bid': u'0.0444', u'Ask': u'0.0453', u'Rate': u'0.0449', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPFJD'}
{u'Name': u'DOP to ETB', u'Bid': u'0.4524', u'Ask': u'0.4635', u'Rate': u'0.4579', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPETB'}
{u'Name': u'DOP to PEN', u'Bid': u'0.0663', u'Ask': u'0.0675', u'Rate': u'0.0669', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPPEN'}
{u'Name': u'DOP to BZD', u'Bid': u'0.0449', u'Ask': u'0.0462', u'Rate': u'0.0455', u'Time': u'8:43pm', u'Date': u'11/7/2014', u'id': u'DOPBZD'}
{u'Name': u'DOP to ILS', u'Bid': u'0.0863', u'Ask': u'0.0876', u'Rate': u'0.0869', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'DOPILS'}
{u'Name': u'TWD to DZD', u'Bid': u'2.7421', u'Ask': u'2.7698', u'Rate': u'2.756', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'TWDDZD'}
{u'Name': u'TWD to NAD', u'Bid': u'0.3655', u'Ask': u'0.3689', u'Rate': u'0.3672', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDNAD'}
{u'Name': u'TWD to GHS', u'Bid': u'0.1044', u'Ask': u'0.1048', u'Rate': u'0.1046', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDGHS'}
{u'Name': u'TWD to EGP', u'Bid': u'0.2328', u'Ask': u'0.2342', u'Rate': u'0.2335', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDEGP'}
{u'Name': u'TWD to BGN', u'Bid': u'0.051', u'Ask': u'0.0514', u'Rate': u'0.0512', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDBGN'}
{u'Name': u'TWD to PAB', u'Bid': u'0.0327', u'Ask': u'0.0327', u'Rate': u'0.0327', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDPAB'}
{u'Name': u'TWD to BOB', u'Bid': u'0.224', u'Ask': u'0.2273', u'Rate': u'0.2257', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDBOB'}
{u'Name': u'TWD to DKK', u'Bid': u'0.1961', u'Ask': u'0.1964', u'Rate': u'0.1962', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'TWDDKK'}
{u'Name': u'TWD to BWP', u'Bid': u'0.3016', u'Ask': u'0.302', u'Rate': u'0.3018', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDBWP'}
{u'Name': u'TWD to LBP', u'Bid': u'49.3698', u'Ask': u'49.4513', u'Rate': u'49.4105', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDLBP'}
{u'Name': u'TWD to TZS', u'Bid': u'55.5574', u'Ask': u'55.9021', u'Rate': u'55.7297', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDTZS'}
{u'Name': u'TWD to VND', u'Bid': u'692.712', u'Ask': u'696.2046', u'Rate': u'694.4581', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDVND'}
{u'Name': u'TWD to AOA', u'Bid': u'3.2492', u'Ask': u'3.2663', u'Rate': u'3.2577', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDAOA'}
{u'Name': u'TWD to KHR', u'Bid': u'132.6977', u'Ask': u'133.0677', u'Rate': u'132.8827', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDKHR'}
{u'Name': u'TWD to MYR', u'Bid': u'0.1093', u'Ask': u'0.1094', u'Rate': u'0.1093', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'TWDMYR'}
{u'Name': u'TWD to KYD', u'Bid': u'0.0268', u'Ask': u'0.0268', u'Rate': u'0.0268', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDKYD'}
{u'Name': u'TWD to LYD', u'Bid': u'0.0392', u'Ask': u'0.0396', u'Rate': u'0.0394', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDLYD'}
{u'Name': u'TWD to UAH', u'Bid': u'0.4557', u'Ask': u'0.4561', u'Rate': u'0.4559', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDUAH'}
{u'Name': u'TWD to JOD', u'Bid': u'0.0232', u'Ask': u'0.0232', u'Rate': u'0.0232', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDJOD'}
{u'Name': u'TWD to AWG', u'Bid': u'0.0583', u'Ask': u'0.0586', u'Rate': u'0.0585', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDAWG'}
{u'Name': u'TWD to SAR', u'Bid': u'0.1225', u'Ask': u'0.1226', u'Rate': u'0.1225', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDSAR'}
{u'Name': u'TWD to EUR', u'Bid': u'0.0264', u'Ask': u'0.0264', u'Rate': u'0.0264', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'TWDEUR'}
{u'Name': u'TWD to HKD', u'Bid': u'0.2532', u'Ask': u'0.2532', u'Rate': u'0.2532', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'TWDHKD'}
{u'Name': u'TWD to CHF', u'Bid': u'0.0318', u'Ask': u'0.0318', u'Rate': u'0.0318', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'TWDCHF'}
{u'Name': u'TWD to GIP', u'Bid': u'0.0205', u'Ask': u'0.0208', u'Rate': u'0.0206', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDGIP'}
{u'Name': u'TWD to BYR', u'Bid': u'350.0294', u'Ask': u'351.7769', u'Rate': u'350.903', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDBYR'}
{u'Name': u'TWD to ALL', u'Bid': u'3.6626', u'Ask': u'3.6808', u'Rate': u'3.6717', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDALL'}
{u'Name': u'TWD to MRO', u'Bid': u'9.4691', u'Ask': u'9.5048', u'Rate': u'9.487', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDMRO'}
{u'Name': u'TWD to HRK', u'Bid': u'0.2021', u'Ask': u'0.2023', u'Rate': u'0.2022', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDHRK'}
{u'Name': u'TWD to DJF', u'Bid': u'5.9263', u'Ask': u'5.9609', u'Rate': u'5.9436', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDDJF'}
{u'Name': u'TWD to SZL', u'Bid': u'0.3635', u'Ask': u'0.3639', u'Rate': u'0.3637', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDSZL'}
{u'Name': u'TWD to THB', u'Bid': u'1.0729', u'Ask': u'1.0746', u'Rate': u'1.0738', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDTHB'}
{u'Name': u'TWD to XAF', u'Bid': u'17.2979', u'Ask': u'17.3078', u'Rate': u'17.3029', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDXAF'}
{u'Name': u'TWD to BND', u'Bid': u'0.0423', u'Ask': u'0.0423', u'Rate': u'0.0423', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDBND'}
{u'Name': u'TWD to ISK', u'Bid': u'4.0234', u'Ask': u'4.028', u'Rate': u'4.0257', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDISK'}
{u'Name': u'TWD to UYU', u'Bid': u'0.7947', u'Ask': u'0.7983', u'Rate': u'0.7965', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDUYU'}
{u'Name': u'TWD to NIO', u'Bid': u'0.8636', u'Ask': u'0.8643', u'Rate': u'0.8639', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDNIO'}
{u'Name': u'TWD to LAK', u'Bid': u'262.9302', u'Ask': u'263.3427', u'Rate': u'263.1364', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDLAK'}
{u'Name': u'TWD to SYP', u'Bid': u'5.4496', u'Ask': u'5.4645', u'Rate': u'5.457', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDSYP'}
{u'Name': u'TWD to MAD', u'Bid': u'0.2905', u'Ask': u'0.2919', u'Rate': u'0.2912', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'TWDMAD'}
{u'Name': u'TWD to MZN', u'Bid': u'1.0057', u'Ask': u'1.0093', u'Rate': u'1.0075', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDMZN'}
{u'Name': u'TWD to PHP', u'Bid': u'1.469', u'Ask': u'1.4728', u'Rate': u'1.4709', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDPHP'}
{u'Name': u'TWD to ZAR', u'Bid': u'0.3676', u'Ask': u'0.3682', u'Rate': u'0.3679', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'TWDZAR'}
{u'Name': u'TWD to NPR', u'Bid': u'3.2538', u'Ask': u'3.2875', u'Rate': u'3.2706', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDNPR'}
{u'Name': u'TWD to ZWL', u'Bid': u'10.4202', u'Ask': u'10.6343', u'Rate': u'10.5273', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDZWL'}
{u'Name': u'TWD to NGN', u'Bid': u'5.5525', u'Ask': u'5.5576', u'Rate': u'5.555', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDNGN'}
{u'Name': u'TWD to CRC', u'Bid': u'17.6582', u'Ask': u'17.6672', u'Rate': u'17.6627', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDCRC'}
{u'Name': u'TWD to AED', u'Bid': u'0.1199', u'Ask': u'0.12', u'Rate': u'0.12', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDAED'}
{u'Name': u'TWDEEK=X', u'Bid': u'N/A', u'Ask': u'N/A', u'Rate': u'0.00', u'Time': u'N/A', u'Date': u'N/A', u'id': u'TWDEEK'}
{u'Name': u'TWD to MWK', u'Bid': u'15.2599', u'Ask': u'15.9181', u'Rate': u'15.589', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDMWK'}
{u'Name': u'TWD to LKR', u'Bid': u'4.2709', u'Ask': u'4.2772', u'Rate': u'4.274', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDLKR'}
{u'Name': u'TWD to PKR', u'Bid': u'3.3305', u'Ask': u'3.3643', u'Rate': u'3.3474', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDPKR'}
{u'Name': u'TWD to HUF', u'Bid': u'8.1676', u'Ask': u'8.1856', u'Rate': u'8.1766', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'TWDHUF'}
{u'Name': u'TWD to BMD', u'Bid': u'0.0327', u'Ask': u'0.0327', u'Rate': u'0.0327', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDBMD'}
{u'Name': u'TWD to LSL', u'Bid': u'0.367', u'Ask': u'0.3675', u'Rate': u'0.3672', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDLSL'}
{u'Name': u'TWD to MNT', u'Bid': u'60.9286', u'Ask': u'60.9812', u'Rate': u'60.9549', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDMNT'}
{u'Name': u'TWD to AMD', u'Bid': u'13.4996', u'Ask': u'13.5367', u'Rate': u'13.5182', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDAMD'}
{u'Name': u'TWD to UGX', u'Bid': u'87.8339', u'Ask': u'88.1892', u'Rate': u'88.0115', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDUGX'}
{u'Name': u'TWD to QAR', u'Bid': u'0.1189', u'Ask': u'0.1189', u'Rate': u'0.1189', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDQAR'}
{u'Name': u'TWD to XDR', u'Bid': u'0.0223', u'Ask': u'0.0223', u'Rate': u'0.0223', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDXDR'}
{u'Name': u'TWD to JMD', u'Bid': u'3.6577', u'Ask': u'3.6915', u'Rate': u'3.6746', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDJMD'}
{u'Name': u'TWD to GEL', u'Bid': u'0.057', u'Ask': u'0.0574', u'Rate': u'0.0572', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDGEL'}
{u'Name': u'TWD to SHP', u'Bid': u'0.0205', u'Ask': u'0.0208', u'Rate': u'0.0206', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDSHP'}
{u'Name': u'TWD to AFN', u'Bid': u'1.8687', u'Ask': u'1.8726', u'Rate': u'1.8706', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDAFN'}
{u'Name': u'TWD to SBD', u'Bid': u'0.2429', u'Ask': u'0.2448', u'Rate': u'0.2439', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDSBD'}
{u'Name': u'TWD to KPW', u'Bid': u'29.3868', u'Ask': u'29.3964', u'Rate': u'29.3916', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDKPW'}
{u'Name': u'TWD to TRY', u'Bid': u'0.074', u'Ask': u'0.0741', u'Rate': u'0.074', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'TWDTRY'}
{u'Name': u'TWD to BDT', u'Bid': u'2.5087', u'Ask': u'2.5421', u'Rate': u'2.5254', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDBDT'}
{u'Name': u'TWD to YER', u'Bid': u'7.0163', u'Ask': u'7.0202', u'Rate': u'7.0182', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDYER'}
{u'Name': u'TWD to HTG', u'Bid': u'1.4967', u'Ask': u'1.4972', u'Rate': u'1.4969', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDHTG'}
{u'Name': u'TWD to XOF', u'Bid': u'17.1276', u'Ask': u'17.1365', u'Rate': u'17.132', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDXOF'}
{u'Name': u'TWD to MGA', u'Bid': u'88.8134', u'Ask': u'89.1691', u'Rate': u'88.9912', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDMGA'}
{u'Name': u'TWD to ANG', u'Bid': u'0.0584', u'Ask': u'0.0585', u'Rate': u'0.0585', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDANG'}
{u'Name': u'TWD to LRD', u'Bid': u'2.7575', u'Ask': u'2.7616', u'Rate': u'2.7595', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDLRD'}
{u'Name': u'TWD to RWF', u'Bid': u'22.3666', u'Ask': u'22.7332', u'Rate': u'22.5499', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDRWF'}
{u'Name': u'TWD to NOK', u'Bid': u'0.2241', u'Ask': u'0.2244', u'Rate': u'0.2243', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'TWDNOK'}
{u'Name': u'TWD to MOP', u'Bid': u'0.2607', u'Ask': u'0.2608', u'Rate': u'0.2608', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDMOP'}
{u'Name': u'TWD to INR', u'Bid': u'2.0065', u'Ask': u'2.0078', u'Rate': u'2.0071', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDINR'}
{u'Name': u'TWD to MXN', u'Bid': u'0.4455', u'Ask': u'0.4459', u'Rate': u'0.4457', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'TWDMXN'}
{u'Name': u'TWD to CZK', u'Bid': u'0.7322', u'Ask': u'0.7333', u'Rate': u'0.7327', u'Time': u'8:46pm', u'Date': u'11/7/2014', u'id': u'TWDCZK'}
{u'Name': u'TWD to TJS', u'Bid': u'0.1647', u'Ask': u'0.1651', u'Rate': u'0.1649', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDTJS'}
{u'Name': u'TWD to BTC', u'Bid': u'0.0001', u'Ask': u'0.0001', u'Rate': u'0.0001', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDBTC'}
{u'Name': u'TWD to BTN', u'Bid': u'2.006', u'Ask': u'2.007', u'Rate': u'2.0065', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDBTN'}
{u'Name': u'TWD to COP', u'Bid': u'68.3733', u'Ask': u'68.7222', u'Rate': u'68.5477', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDCOP'}
{u'Name': u'TWD to TMT', u'Bid': u'0.0929', u'Ask': u'0.0933', u'Rate': u'0.0931', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDTMT'}
{u'Name': u'TWD to MUR', u'Bid': u'1.0367', u'Ask': u'1.0403', u'Rate': u'1.0385', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDMUR'}
{u'Name': u'TWD to IDR', u'Bid': u'396.232', u'Ask': u'396.688', u'Rate': u'396.4599', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDIDR'}
{u'Name': u'TWD to HNL', u'Bid': u'0.6957', u'Ask': u'0.6959', u'Rate': u'0.6958', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDHNL'}
{u'Name': u'TWD to XPF', u'Bid': u'3.1232', u'Ask': u'3.1568', u'Rate': u'3.14', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDXPF'}
{u'Name': u'TWD to FJD', u'Bid': u'0.064', u'Ask': u'0.0643', u'Rate': u'0.0642', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDFJD'}
{u'Name': u'TWD to ETB', u'Bid': u'0.6518', u'Ask': u'0.6585', u'Rate': u'0.6551', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDETB'}
{u'Name': u'TWD to PEN', u'Bid': u'0.0955', u'Ask': u'0.0959', u'Rate': u'0.0957', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDPEN'}
{u'Name': u'TWD to BZD', u'Bid': u'0.0647', u'Ask': u'0.0657', u'Rate': u'0.0652', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDBZD'}
{u'Name': u'TWD to ILS', u'Bid': u'0.1243', u'Ask': u'0.1245', u'Rate': u'0.1244', u'Time': u'8:45pm', u'Date': u'11/7/2014', u'id': u'TWDILS'}
